star_id,cluster,star_id_base,subtipo_rrlyrae
OGLEIV_OGLE-LMC-RRLYR-15465,6,OGLE-LMC-RRLYR-15465,RRc
OGLEIV_OGLE-LMC-RRLYR-15466,3,OGLE-LMC-RRLYR-15466,RRab
OGLEIV_OGLE-LMC-RRLYR-15468,2,OGLE-LMC-RRLYR-15468,RRc
OGLEIV_OGLE-LMC-RRLYR-15469,1,OGLE-LMC-RRLYR-15469,RRab
OGLEIV_OGLE-LMC-RRLYR-15470,1,OGLE-LMC-RRLYR-15470,RRab
OGLEIV_OGLE-LMC-RRLYR-15471,3,OGLE-LMC-RRLYR-15471,RRab
OGLEIV_OGLE-LMC-RRLYR-15472,4,OGLE-LMC-RRLYR-15472,RRab
OGLEIV_OGLE-LMC-RRLYR-15473,2,OGLE-LMC-RRLYR-15473,RRc
OGLEIV_OGLE-LMC-RRLYR-15474,1,OGLE-LMC-RRLYR-15474,RRab
OGLEIV_OGLE-LMC-RRLYR-15475,3,OGLE-LMC-RRLYR-15475,RRab
OGLEIV_OGLE-LMC-RRLYR-15476,2,OGLE-LMC-RRLYR-15476,RRc
OGLEIV_OGLE-LMC-RRLYR-15477,6,OGLE-LMC-RRLYR-15477,RRc
OGLEIV_OGLE-LMC-RRLYR-15478,5,OGLE-LMC-RRLYR-15478,RRab
OGLEIV_OGLE-LMC-RRLYR-15479,1,OGLE-LMC-RRLYR-15479,RRab
OGLEIV_OGLE-LMC-RRLYR-15480,3,OGLE-LMC-RRLYR-15480,RRab
OGLEIV_OGLE-LMC-RRLYR-15481,6,OGLE-LMC-RRLYR-15481,RRc
OGLEIV_OGLE-LMC-RRLYR-15482,2,OGLE-LMC-RRLYR-15482,RRc
OGLEIV_OGLE-LMC-RRLYR-15483,4,OGLE-LMC-RRLYR-15483,RRab
OGLEIV_OGLE-LMC-RRLYR-15485,3,OGLE-LMC-RRLYR-15485,RRab
OGLEIV_OGLE-LMC-RRLYR-15486,4,OGLE-LMC-RRLYR-15486,RRab
OGLEIV_OGLE-LMC-RRLYR-15487,1,OGLE-LMC-RRLYR-15487,RRab
OGLEIV_OGLE-LMC-RRLYR-15490,1,OGLE-LMC-RRLYR-15490,RRab
OGLEIV_OGLE-LMC-RRLYR-15491,2,OGLE-LMC-RRLYR-15491,RRc
OGLEIV_OGLE-LMC-RRLYR-15492,2,OGLE-LMC-RRLYR-15492,RRc
OGLEIV_OGLE-LMC-RRLYR-15493,4,OGLE-LMC-RRLYR-15493,RRab
OGLEIV_OGLE-LMC-RRLYR-15494,1,OGLE-LMC-RRLYR-15494,RRab
OGLEIV_OGLE-LMC-RRLYR-15495,2,OGLE-LMC-RRLYR-15495,RRc
OGLEIV_OGLE-LMC-RRLYR-15497,2,OGLE-LMC-RRLYR-15497,RRc
OGLEIV_OGLE-LMC-RRLYR-15498,2,OGLE-LMC-RRLYR-15498,RRc
OGLEIV_OGLE-LMC-RRLYR-15500,4,OGLE-LMC-RRLYR-15500,RRab
OGLEIV_OGLE-LMC-RRLYR-15501,6,OGLE-LMC-RRLYR-15501,RRc
OGLEIV_OGLE-LMC-RRLYR-15502,3,OGLE-LMC-RRLYR-15502,RRd
OGLEIV_OGLE-LMC-RRLYR-15505,5,OGLE-LMC-RRLYR-15505,RRab
OGLEIV_OGLE-LMC-RRLYR-15507,2,OGLE-LMC-RRLYR-15507,RRc
OGLEIV_OGLE-LMC-RRLYR-15509,5,OGLE-LMC-RRLYR-15509,RRab
OGLEIV_OGLE-LMC-RRLYR-15510,3,OGLE-LMC-RRLYR-15510,RRab
OGLEIV_OGLE-LMC-RRLYR-15511,5,OGLE-LMC-RRLYR-15511,RRab
OGLEIV_OGLE-LMC-RRLYR-15512,4,OGLE-LMC-RRLYR-15512,RRab
OGLEIV_OGLE-LMC-RRLYR-15513,4,OGLE-LMC-RRLYR-15513,RRab
OGLEIV_OGLE-LMC-RRLYR-15514,1,OGLE-LMC-RRLYR-15514,RRab
OGLEIV_OGLE-LMC-RRLYR-15515,1,OGLE-LMC-RRLYR-15515,RRab
OGLEIV_OGLE-LMC-RRLYR-15517,6,OGLE-LMC-RRLYR-15517,RRc
OGLEIV_OGLE-LMC-RRLYR-15518,6,OGLE-LMC-RRLYR-15518,RRc
OGLEIV_OGLE-LMC-RRLYR-15519,2,OGLE-LMC-RRLYR-15519,RRd
OGLEIV_OGLE-LMC-RRLYR-15520,6,OGLE-LMC-RRLYR-15520,RRc
OGLEIV_OGLE-LMC-RRLYR-15521,5,OGLE-LMC-RRLYR-15521,RRab
OGLEIV_OGLE-LMC-RRLYR-15522,6,OGLE-LMC-RRLYR-15522,RRab
OGLEIV_OGLE-LMC-RRLYR-15523,3,OGLE-LMC-RRLYR-15523,RRab
OGLEIV_OGLE-LMC-RRLYR-15524,5,OGLE-LMC-RRLYR-15524,RRab
OGLEIV_OGLE-LMC-RRLYR-15525,3,OGLE-LMC-RRLYR-15525,RRab
OGLEIV_OGLE-LMC-RRLYR-15527,3,OGLE-LMC-RRLYR-15527,RRd
OGLEIV_OGLE-LMC-RRLYR-15528,2,OGLE-LMC-RRLYR-15528,RRc
OGLEIV_OGLE-LMC-RRLYR-15529,6,OGLE-LMC-RRLYR-15529,RRc
OGLEIV_OGLE-LMC-RRLYR-15531,1,OGLE-LMC-RRLYR-15531,RRab
OGLEIV_OGLE-LMC-RRLYR-15534,5,OGLE-LMC-RRLYR-15534,RRab
OGLEIV_OGLE-LMC-RRLYR-15535,1,OGLE-LMC-RRLYR-15535,RRab
OGLEIV_OGLE-LMC-RRLYR-15536,4,OGLE-LMC-RRLYR-15536,RRab
OGLEIV_OGLE-LMC-RRLYR-15537,5,OGLE-LMC-RRLYR-15537,RRab
OGLEIV_OGLE-LMC-RRLYR-15538,5,OGLE-LMC-RRLYR-15538,RRab
OGLEIV_OGLE-LMC-RRLYR-15539,4,OGLE-LMC-RRLYR-15539,RRab
OGLEIV_OGLE-LMC-RRLYR-15540,6,OGLE-LMC-RRLYR-15540,RRab
OGLEIV_OGLE-LMC-RRLYR-15541,2,OGLE-LMC-RRLYR-15541,RRc
OGLEIV_OGLE-LMC-RRLYR-15544,1,OGLE-LMC-RRLYR-15544,RRab
OGLEIV_OGLE-LMC-RRLYR-15545,2,OGLE-LMC-RRLYR-15545,RRc
OGLEIV_OGLE-LMC-RRLYR-15546,4,OGLE-LMC-RRLYR-15546,RRab
OGLEIV_OGLE-LMC-RRLYR-15547,1,OGLE-LMC-RRLYR-15547,RRab
OGLEIV_OGLE-LMC-RRLYR-15548,1,OGLE-LMC-RRLYR-15548,RRab
OGLEIV_OGLE-LMC-RRLYR-15549,3,OGLE-LMC-RRLYR-15549,RRab
OGLEIV_OGLE-LMC-RRLYR-15550,6,OGLE-LMC-RRLYR-15550,RRc
OGLEIV_OGLE-LMC-RRLYR-15551,4,OGLE-LMC-RRLYR-15551,RRab
OGLEIV_OGLE-LMC-RRLYR-15552,2,OGLE-LMC-RRLYR-15552,RRc
OGLEIV_OGLE-LMC-RRLYR-15553,2,OGLE-LMC-RRLYR-15553,RRab
OGLEIV_OGLE-LMC-RRLYR-15554,4,OGLE-LMC-RRLYR-15554,RRab
OGLEIV_OGLE-LMC-RRLYR-15555,2,OGLE-LMC-RRLYR-15555,RRc
OGLEIV_OGLE-LMC-RRLYR-15556,5,OGLE-LMC-RRLYR-15556,RRab
OGLEIV_OGLE-LMC-RRLYR-15557,5,OGLE-LMC-RRLYR-15557,RRab
OGLEIV_OGLE-LMC-RRLYR-15558,5,OGLE-LMC-RRLYR-15558,RRab
OGLEIV_OGLE-LMC-RRLYR-15559,6,OGLE-LMC-RRLYR-15559,RRc
OGLEIV_OGLE-LMC-RRLYR-15560,5,OGLE-LMC-RRLYR-15560,RRd
OGLEIV_OGLE-LMC-RRLYR-15561,1,OGLE-LMC-RRLYR-15561,RRab
OGLEIV_OGLE-LMC-RRLYR-15562,4,OGLE-LMC-RRLYR-15562,RRab
OGLEIV_OGLE-LMC-RRLYR-15563,4,OGLE-LMC-RRLYR-15563,RRab
OGLEIV_OGLE-LMC-RRLYR-15564,6,OGLE-LMC-RRLYR-15564,RRc
OGLEIV_OGLE-LMC-RRLYR-15565,3,OGLE-LMC-RRLYR-15565,RRab
OGLEIV_OGLE-LMC-RRLYR-15566,3,OGLE-LMC-RRLYR-15566,RRab
OGLEIV_OGLE-LMC-RRLYR-15567,2,OGLE-LMC-RRLYR-15567,RRc
OGLEIV_OGLE-LMC-RRLYR-15568,6,OGLE-LMC-RRLYR-15568,RRc
OGLEIV_OGLE-LMC-RRLYR-15569,1,OGLE-LMC-RRLYR-15569,RRab
OGLEIV_OGLE-LMC-RRLYR-15570,2,OGLE-LMC-RRLYR-15570,RRc
OGLEIV_OGLE-LMC-RRLYR-15571,2,OGLE-LMC-RRLYR-15571,RRc
OGLEIV_OGLE-LMC-RRLYR-15572,1,OGLE-LMC-RRLYR-15572,RRab
OGLEIV_OGLE-LMC-RRLYR-15573,4,OGLE-LMC-RRLYR-15573,RRab
OGLEIV_OGLE-LMC-RRLYR-15574,6,OGLE-LMC-RRLYR-15574,RRc
OGLEIV_OGLE-LMC-RRLYR-15575,5,OGLE-LMC-RRLYR-15575,RRab
OGLEIV_OGLE-LMC-RRLYR-15576,4,OGLE-LMC-RRLYR-15576,RRab
OGLEIV_OGLE-LMC-RRLYR-15577,2,OGLE-LMC-RRLYR-15577,RRc
OGLEIV_OGLE-LMC-RRLYR-15578,1,OGLE-LMC-RRLYR-15578,RRab
OGLEIV_OGLE-LMC-RRLYR-15579,2,OGLE-LMC-RRLYR-15579,RRc
OGLEIV_OGLE-LMC-RRLYR-15580,3,OGLE-LMC-RRLYR-15580,RRab
OGLEIV_OGLE-LMC-RRLYR-15581,4,OGLE-LMC-RRLYR-15581,RRab
OGLEIV_OGLE-LMC-RRLYR-15583,1,OGLE-LMC-RRLYR-15583,RRab
OGLEIV_OGLE-LMC-RRLYR-15584,4,OGLE-LMC-RRLYR-15584,RRab
OGLEIV_OGLE-LMC-RRLYR-15585,1,OGLE-LMC-RRLYR-15585,RRab
OGLEIV_OGLE-LMC-RRLYR-15586,1,OGLE-LMC-RRLYR-15586,RRab
OGLEIV_OGLE-LMC-RRLYR-15587,4,OGLE-LMC-RRLYR-15587,RRab
OGLEIV_OGLE-LMC-RRLYR-15588,5,OGLE-LMC-RRLYR-15588,RRab
OGLEIV_OGLE-LMC-RRLYR-15589,4,OGLE-LMC-RRLYR-15589,RRab
OGLEIV_OGLE-LMC-RRLYR-15590,2,OGLE-LMC-RRLYR-15590,RRc
OGLEIV_OGLE-LMC-RRLYR-15591,1,OGLE-LMC-RRLYR-15591,RRab
OGLEIV_OGLE-LMC-RRLYR-15592,3,OGLE-LMC-RRLYR-15592,RRab
OGLEIV_OGLE-LMC-RRLYR-15593,1,OGLE-LMC-RRLYR-15593,RRab
OGLEIV_OGLE-LMC-RRLYR-15594,2,OGLE-LMC-RRLYR-15594,RRab
OGLEIV_OGLE-LMC-RRLYR-15595,5,OGLE-LMC-RRLYR-15595,RRab
OGLEIV_OGLE-LMC-RRLYR-15596,1,OGLE-LMC-RRLYR-15596,RRab
OGLEIV_OGLE-LMC-RRLYR-15597,2,OGLE-LMC-RRLYR-15597,RRab
OGLEIV_OGLE-LMC-RRLYR-15598,6,OGLE-LMC-RRLYR-15598,RRc
OGLEIV_OGLE-LMC-RRLYR-15599,1,OGLE-LMC-RRLYR-15599,RRab
OGLEIV_OGLE-LMC-RRLYR-15600,3,OGLE-LMC-RRLYR-15600,RRab
OGLEIV_OGLE-LMC-RRLYR-15602,5,OGLE-LMC-RRLYR-15602,RRab
OGLEIV_OGLE-LMC-RRLYR-15605,4,OGLE-LMC-RRLYR-15605,RRab
OGLEIV_OGLE-LMC-RRLYR-15606,2,OGLE-LMC-RRLYR-15606,RRc
OGLEIV_OGLE-LMC-RRLYR-15607,1,OGLE-LMC-RRLYR-15607,RRab
OGLEIV_OGLE-LMC-RRLYR-15608,2,OGLE-LMC-RRLYR-15608,RRc
OGLEIV_OGLE-LMC-RRLYR-15609,1,OGLE-LMC-RRLYR-15609,RRab
OGLEIV_OGLE-LMC-RRLYR-15610,2,OGLE-LMC-RRLYR-15610,RRc
OGLEIV_OGLE-LMC-RRLYR-15611,4,OGLE-LMC-RRLYR-15611,RRab
OGLEIV_OGLE-LMC-RRLYR-15612,1,OGLE-LMC-RRLYR-15612,RRab
OGLEIV_OGLE-LMC-RRLYR-15613,4,OGLE-LMC-RRLYR-15613,RRab
OGLEIV_OGLE-LMC-RRLYR-15614,1,OGLE-LMC-RRLYR-15614,RRab
OGLEIV_OGLE-LMC-RRLYR-15615,3,OGLE-LMC-RRLYR-15615,RRab
OGLEIV_OGLE-LMC-RRLYR-15616,2,OGLE-LMC-RRLYR-15616,RRab
OGLEIV_OGLE-LMC-RRLYR-15617,2,OGLE-LMC-RRLYR-15617,RRc
OGLEIV_OGLE-LMC-RRLYR-15619,5,OGLE-LMC-RRLYR-15619,RRab
OGLEIV_OGLE-LMC-RRLYR-15620,4,OGLE-LMC-RRLYR-15620,RRab
OGLEIV_OGLE-LMC-RRLYR-15621,1,OGLE-LMC-RRLYR-15621,RRab
OGLEIV_OGLE-LMC-RRLYR-15622,1,OGLE-LMC-RRLYR-15622,RRab
OGLEIV_OGLE-LMC-RRLYR-15623,2,OGLE-LMC-RRLYR-15623,RRc
OGLEIV_OGLE-LMC-RRLYR-15624,3,OGLE-LMC-RRLYR-15624,RRab
OGLEIV_OGLE-LMC-RRLYR-15625,6,OGLE-LMC-RRLYR-15625,RRc
OGLEIV_OGLE-LMC-RRLYR-15626,2,OGLE-LMC-RRLYR-15626,RRc
OGLEIV_OGLE-LMC-RRLYR-15627,5,OGLE-LMC-RRLYR-15627,RRab
OGLEIV_OGLE-LMC-RRLYR-15628,4,OGLE-LMC-RRLYR-15628,RRab
OGLEIV_OGLE-LMC-RRLYR-15629,2,OGLE-LMC-RRLYR-15629,RRc
OGLEIV_OGLE-LMC-RRLYR-15630,2,OGLE-LMC-RRLYR-15630,RRc
OGLEIV_OGLE-LMC-RRLYR-15631,1,OGLE-LMC-RRLYR-15631,RRab
OGLEIV_OGLE-LMC-RRLYR-15632,4,OGLE-LMC-RRLYR-15632,RRab
OGLEIV_OGLE-LMC-RRLYR-15633,1,OGLE-LMC-RRLYR-15633,RRab
OGLEIV_OGLE-LMC-RRLYR-15634,6,OGLE-LMC-RRLYR-15634,RRc
OGLEIV_OGLE-LMC-RRLYR-15635,4,OGLE-LMC-RRLYR-15635,RRab
OGLEIV_OGLE-LMC-RRLYR-15637,6,OGLE-LMC-RRLYR-15637,RRab
OGLEIV_OGLE-LMC-RRLYR-15638,4,OGLE-LMC-RRLYR-15638,RRab
OGLEIV_OGLE-LMC-RRLYR-15639,1,OGLE-LMC-RRLYR-15639,RRab
OGLEIV_OGLE-LMC-RRLYR-15640,3,OGLE-LMC-RRLYR-15640,RRab
OGLEIV_OGLE-LMC-RRLYR-15641,6,OGLE-LMC-RRLYR-15641,RRc
OGLEIV_OGLE-LMC-RRLYR-15642,4,OGLE-LMC-RRLYR-15642,RRab
OGLEIV_OGLE-LMC-RRLYR-15643,4,OGLE-LMC-RRLYR-15643,RRab
OGLEIV_OGLE-LMC-RRLYR-15644,5,OGLE-LMC-RRLYR-15644,RRab
OGLEIV_OGLE-LMC-RRLYR-15645,2,OGLE-LMC-RRLYR-15645,RRc
OGLEIV_OGLE-LMC-RRLYR-15646,6,OGLE-LMC-RRLYR-15646,RRc
OGLEIV_OGLE-LMC-RRLYR-15647,1,OGLE-LMC-RRLYR-15647,RRab
OGLEIV_OGLE-LMC-RRLYR-15648,2,OGLE-LMC-RRLYR-15648,RRc
OGLEIV_OGLE-LMC-RRLYR-15649,2,OGLE-LMC-RRLYR-15649,RRd
OGLEIV_OGLE-LMC-RRLYR-15650,4,OGLE-LMC-RRLYR-15650,RRab
OGLEIV_OGLE-LMC-RRLYR-15651,5,OGLE-LMC-RRLYR-15651,RRab
OGLEIV_OGLE-LMC-RRLYR-15652,1,OGLE-LMC-RRLYR-15652,RRab
OGLEIV_OGLE-LMC-RRLYR-15653,1,OGLE-LMC-RRLYR-15653,RRab
OGLEIV_OGLE-LMC-RRLYR-15654,2,OGLE-LMC-RRLYR-15654,RRc
OGLEIV_OGLE-LMC-RRLYR-15655,3,OGLE-LMC-RRLYR-15655,RRab
OGLEIV_OGLE-LMC-RRLYR-15656,4,OGLE-LMC-RRLYR-15656,RRab
OGLEIV_OGLE-LMC-RRLYR-15657,3,OGLE-LMC-RRLYR-15657,RRab
OGLEIV_OGLE-LMC-RRLYR-15659,3,OGLE-LMC-RRLYR-15659,RRab
OGLEIV_OGLE-LMC-RRLYR-15660,6,OGLE-LMC-RRLYR-15660,RRc
OGLEIV_OGLE-LMC-RRLYR-15661,1,OGLE-LMC-RRLYR-15661,RRab
OGLEIV_OGLE-LMC-RRLYR-15662,1,OGLE-LMC-RRLYR-15662,RRab
OGLEIV_OGLE-LMC-RRLYR-15663,1,OGLE-LMC-RRLYR-15663,RRab
OGLEIV_OGLE-LMC-RRLYR-15664,3,OGLE-LMC-RRLYR-15664,RRab
OGLEIV_OGLE-LMC-RRLYR-15665,5,OGLE-LMC-RRLYR-15665,RRab
OGLEIV_OGLE-LMC-RRLYR-15666,5,OGLE-LMC-RRLYR-15666,RRab
OGLEIV_OGLE-LMC-RRLYR-15667,2,OGLE-LMC-RRLYR-15667,RRc
OGLEIV_OGLE-LMC-RRLYR-15668,5,OGLE-LMC-RRLYR-15668,RRab
OGLEIV_OGLE-LMC-RRLYR-15670,6,OGLE-LMC-RRLYR-15670,RRc
OGLEIV_OGLE-LMC-RRLYR-15671,3,OGLE-LMC-RRLYR-15671,RRab
OGLEIV_OGLE-LMC-RRLYR-15672,1,OGLE-LMC-RRLYR-15672,RRab
OGLEIV_OGLE-LMC-RRLYR-15673,2,OGLE-LMC-RRLYR-15673,RRc
OGLEIV_OGLE-LMC-RRLYR-15674,3,OGLE-LMC-RRLYR-15674,RRab
OGLEIV_OGLE-LMC-RRLYR-15675,4,OGLE-LMC-RRLYR-15675,RRab
OGLEIV_OGLE-LMC-RRLYR-15676,1,OGLE-LMC-RRLYR-15676,RRab
OGLEIV_OGLE-LMC-RRLYR-15677,6,OGLE-LMC-RRLYR-15677,RRc
OGLEIV_OGLE-LMC-RRLYR-15678,5,OGLE-LMC-RRLYR-15678,RRab
OGLEIV_OGLE-LMC-RRLYR-15680,5,OGLE-LMC-RRLYR-15680,RRab
OGLEIV_OGLE-LMC-RRLYR-15681,5,OGLE-LMC-RRLYR-15681,RRab
OGLEIV_OGLE-LMC-RRLYR-15682,4,OGLE-LMC-RRLYR-15682,RRab
OGLEIV_OGLE-LMC-RRLYR-15683,1,OGLE-LMC-RRLYR-15683,RRab
OGLEIV_OGLE-LMC-RRLYR-15684,1,OGLE-LMC-RRLYR-15684,RRab
OGLEIV_OGLE-LMC-RRLYR-15685,3,OGLE-LMC-RRLYR-15685,RRd
OGLEIV_OGLE-LMC-RRLYR-15686,2,OGLE-LMC-RRLYR-15686,RRc
OGLEIV_OGLE-LMC-RRLYR-15687,2,OGLE-LMC-RRLYR-15687,RRc
OGLEIV_OGLE-LMC-RRLYR-15689,2,OGLE-LMC-RRLYR-15689,RRc
OGLEIV_OGLE-LMC-RRLYR-15690,2,OGLE-LMC-RRLYR-15690,RRc
OGLEIV_OGLE-LMC-RRLYR-15692,2,OGLE-LMC-RRLYR-15692,RRab
OGLEIV_OGLE-LMC-RRLYR-15693,2,OGLE-LMC-RRLYR-15693,RRc
OGLEIV_OGLE-LMC-RRLYR-15694,4,OGLE-LMC-RRLYR-15694,RRab
OGLEIV_OGLE-LMC-RRLYR-15695,2,OGLE-LMC-RRLYR-15695,RRc
OGLEIV_OGLE-LMC-RRLYR-15696,6,OGLE-LMC-RRLYR-15696,RRc
OGLEIV_OGLE-LMC-RRLYR-15697,4,OGLE-LMC-RRLYR-15697,RRab
OGLEIV_OGLE-LMC-RRLYR-15699,4,OGLE-LMC-RRLYR-15699,RRab
OGLEIV_OGLE-LMC-RRLYR-15700,2,OGLE-LMC-RRLYR-15700,RRab
OGLEIV_OGLE-LMC-RRLYR-15701,2,OGLE-LMC-RRLYR-15701,RRc
OGLEIV_OGLE-LMC-RRLYR-15702,1,OGLE-LMC-RRLYR-15702,RRab
OGLEIV_OGLE-LMC-RRLYR-15703,1,OGLE-LMC-RRLYR-15703,RRab
OGLEIV_OGLE-LMC-RRLYR-15704,4,OGLE-LMC-RRLYR-15704,RRab
OGLEIV_OGLE-LMC-RRLYR-15705,1,OGLE-LMC-RRLYR-15705,RRab
OGLEIV_OGLE-LMC-RRLYR-15706,5,OGLE-LMC-RRLYR-15706,RRab
OGLEIV_OGLE-LMC-RRLYR-15707,5,OGLE-LMC-RRLYR-15707,RRab
OGLEIV_OGLE-LMC-RRLYR-15708,6,OGLE-LMC-RRLYR-15708,RRc
OGLEIV_OGLE-LMC-RRLYR-15709,2,OGLE-LMC-RRLYR-15709,RRc
OGLEIV_OGLE-LMC-RRLYR-15710,5,OGLE-LMC-RRLYR-15710,RRab
OGLEIV_OGLE-LMC-RRLYR-15711,1,OGLE-LMC-RRLYR-15711,RRab
OGLEIV_OGLE-LMC-RRLYR-15712,1,OGLE-LMC-RRLYR-15712,RRab
OGLEIV_OGLE-LMC-RRLYR-15713,1,OGLE-LMC-RRLYR-15713,RRab
OGLEIV_OGLE-LMC-RRLYR-15714,5,OGLE-LMC-RRLYR-15714,RRab
OGLEIV_OGLE-LMC-RRLYR-15715,5,OGLE-LMC-RRLYR-15715,RRab
OGLEIV_OGLE-LMC-RRLYR-15716,4,OGLE-LMC-RRLYR-15716,RRab
OGLEIV_OGLE-LMC-RRLYR-15717,4,OGLE-LMC-RRLYR-15717,RRab
OGLEIV_OGLE-LMC-RRLYR-15718,1,OGLE-LMC-RRLYR-15718,RRab
OGLEIV_OGLE-LMC-RRLYR-15719,2,OGLE-LMC-RRLYR-15719,RRc
OGLEIV_OGLE-LMC-RRLYR-15721,1,OGLE-LMC-RRLYR-15721,RRab
OGLEIV_OGLE-LMC-RRLYR-15723,2,OGLE-LMC-RRLYR-15723,RRd
OGLEIV_OGLE-LMC-RRLYR-15724,4,OGLE-LMC-RRLYR-15724,RRab
OGLEIV_OGLE-LMC-RRLYR-15725,1,OGLE-LMC-RRLYR-15725,RRab
OGLEIV_OGLE-LMC-RRLYR-15726,6,OGLE-LMC-RRLYR-15726,RRc
OGLEIV_OGLE-LMC-RRLYR-15727,1,OGLE-LMC-RRLYR-15727,RRab
OGLEIV_OGLE-LMC-RRLYR-15728,2,OGLE-LMC-RRLYR-15728,RRc
OGLEIV_OGLE-LMC-RRLYR-15729,1,OGLE-LMC-RRLYR-15729,RRab
OGLEIV_OGLE-LMC-RRLYR-15730,3,OGLE-LMC-RRLYR-15730,RRd
OGLEIV_OGLE-LMC-RRLYR-15732,5,OGLE-LMC-RRLYR-15732,RRab
OGLEIV_OGLE-LMC-RRLYR-15733,2,OGLE-LMC-RRLYR-15733,RRc
OGLEIV_OGLE-LMC-RRLYR-15734,1,OGLE-LMC-RRLYR-15734,RRab
OGLEIV_OGLE-LMC-RRLYR-15735,3,OGLE-LMC-RRLYR-15735,RRab
OGLEIV_OGLE-LMC-RRLYR-15736,3,OGLE-LMC-RRLYR-15736,RRab
OGLEIV_OGLE-LMC-RRLYR-15737,4,OGLE-LMC-RRLYR-15737,RRab
OGLEIV_OGLE-LMC-RRLYR-15738,1,OGLE-LMC-RRLYR-15738,RRab
OGLEIV_OGLE-LMC-RRLYR-15739,5,OGLE-LMC-RRLYR-15739,RRab
OGLEIV_OGLE-LMC-RRLYR-15740,4,OGLE-LMC-RRLYR-15740,RRab
OGLEIV_OGLE-LMC-RRLYR-15742,4,OGLE-LMC-RRLYR-15742,RRab
OGLEIV_OGLE-LMC-RRLYR-15743,1,OGLE-LMC-RRLYR-15743,RRab
OGLEIV_OGLE-LMC-RRLYR-15744,2,OGLE-LMC-RRLYR-15744,RRd
OGLEIV_OGLE-LMC-RRLYR-15745,4,OGLE-LMC-RRLYR-15745,RRab
OGLEIV_OGLE-LMC-RRLYR-15746,2,OGLE-LMC-RRLYR-15746,RRc
OGLEIV_OGLE-LMC-RRLYR-15747,2,OGLE-LMC-RRLYR-15747,RRc
OGLEIV_OGLE-LMC-RRLYR-15748,6,OGLE-LMC-RRLYR-15748,RRc
OGLEIV_OGLE-LMC-RRLYR-15750,1,OGLE-LMC-RRLYR-15750,RRab
OGLEIV_OGLE-LMC-RRLYR-15751,3,OGLE-LMC-RRLYR-15751,RRab
OGLEIV_OGLE-LMC-RRLYR-15752,5,OGLE-LMC-RRLYR-15752,RRab
OGLEIV_OGLE-LMC-RRLYR-15753,1,OGLE-LMC-RRLYR-15753,RRab
OGLEIV_OGLE-LMC-RRLYR-15754,4,OGLE-LMC-RRLYR-15754,RRab
OGLEIV_OGLE-LMC-RRLYR-15755,4,OGLE-LMC-RRLYR-15755,RRab
OGLEIV_OGLE-LMC-RRLYR-15759,1,OGLE-LMC-RRLYR-15759,RRab
OGLEIV_OGLE-LMC-RRLYR-15760,1,OGLE-LMC-RRLYR-15760,RRab
OGLEIV_OGLE-LMC-RRLYR-15761,5,OGLE-LMC-RRLYR-15761,RRab
OGLEIV_OGLE-LMC-RRLYR-15762,3,OGLE-LMC-RRLYR-15762,RRab
OGLEIV_OGLE-LMC-RRLYR-15763,2,OGLE-LMC-RRLYR-15763,RRc
OGLEIV_OGLE-LMC-RRLYR-15764,5,OGLE-LMC-RRLYR-15764,RRab
OGLEIV_OGLE-LMC-RRLYR-15765,2,OGLE-LMC-RRLYR-15765,RRc
OGLEIV_OGLE-LMC-RRLYR-15766,4,OGLE-LMC-RRLYR-15766,RRab
OGLEIV_OGLE-LMC-RRLYR-15767,3,OGLE-LMC-RRLYR-15767,RRab
OGLEIV_OGLE-LMC-RRLYR-15768,2,OGLE-LMC-RRLYR-15768,RRc
OGLEIV_OGLE-LMC-RRLYR-15769,1,OGLE-LMC-RRLYR-15769,RRab
OGLEIV_OGLE-LMC-RRLYR-15770,2,OGLE-LMC-RRLYR-15770,RRc
OGLEIV_OGLE-LMC-RRLYR-15771,2,OGLE-LMC-RRLYR-15771,RRc
OGLEIV_OGLE-LMC-RRLYR-15772,4,OGLE-LMC-RRLYR-15772,RRab
OGLEIV_OGLE-LMC-RRLYR-15773,2,OGLE-LMC-RRLYR-15773,RRc
OGLEIV_OGLE-LMC-RRLYR-15774,4,OGLE-LMC-RRLYR-15774,RRab
OGLEIV_OGLE-LMC-RRLYR-15775,1,OGLE-LMC-RRLYR-15775,RRab
OGLEIV_OGLE-LMC-RRLYR-15777,3,OGLE-LMC-RRLYR-15777,RRab
OGLEIV_OGLE-LMC-RRLYR-15778,3,OGLE-LMC-RRLYR-15778,RRab
OGLEIV_OGLE-LMC-RRLYR-15780,4,OGLE-LMC-RRLYR-15780,RRab
OGLEIV_OGLE-LMC-RRLYR-15781,1,OGLE-LMC-RRLYR-15781,RRab
OGLEIV_OGLE-LMC-RRLYR-15782,3,OGLE-LMC-RRLYR-15782,RRab
OGLEIV_OGLE-LMC-RRLYR-15783,1,OGLE-LMC-RRLYR-15783,RRab
OGLEIV_OGLE-LMC-RRLYR-15784,4,OGLE-LMC-RRLYR-15784,RRab
OGLEIV_OGLE-LMC-RRLYR-15785,2,OGLE-LMC-RRLYR-15785,RRc
OGLEIV_OGLE-LMC-RRLYR-15786,6,OGLE-LMC-RRLYR-15786,RRc
OGLEIV_OGLE-LMC-RRLYR-15788,4,OGLE-LMC-RRLYR-15788,RRab
OGLEIV_OGLE-LMC-RRLYR-15789,3,OGLE-LMC-RRLYR-15789,RRab
